"trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","ID","age","dob","marital","natlang","olang","gender","ethnicity","mental_check","educ_l","educ_c","mental","mentdrug","mentpos","sesparent","sesstudent","sesladder","sescurrency","educ_hs","educ_ce","s1self","chosenbody","s1selfjudge","s2selfjudge","s2self","sspc_01","sspc_02","pas_01","pas_02","pas_03","pas_04","pas_05","pas_06","pas_07","pas_08","pas_09","pas_10","pas_11","pas_12","pas_13","pas_14","contact_01","contact_02","contact_03","contact_04","contact_05","contact_06","contact_07","contact_08","contact_09","idnd_01","idnd_02","idnd_03","idnd_04","idnd_05","idnd_06","idnd_07","idnd_08","catch_01","adig_01","adig_02","adig_03","plcs_01","plcs_02","plcs_03","plcs_04","plcs_05","plcs_06","plcs_07","plcs_08","plcs_09","plcs_10","plcs_11","plcs_12","catch_02","wwwp_01","wwwp_02","wwwp_03","wwwp_04","wwwp_05","wwwp_06","wwwp_07","wwwp_08","wwwp_09","lsns_fam_1","lsns_fam_2","lsns_fam_3","lsns_fri_1","lsns_fri_2","lsns_fri_3","debrief","rt","url","success","view_history","responses","question_order","final_value","start_value","stimulus","key_press","trial","block","freq"
"html-keyboard-response","37","2046221","0.0-11.0-1.1","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","416.64000001037493","","","","","","","","<div style=""font-size:60px;"">?</div>","65","2","1","0.5"
"image-keyboard-response","38","2047229","0.0-11.0-0.2","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H220.jpg","null","","",""
"html-keyboard-response","39","2047623","0.0-11.0-1.2","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","392.8499999893829","","","","","","","","<div style=""font-size:60px;"">?</div>","65","3","1","0.5"
"image-keyboard-response","40","2048634","0.0-11.0-0.3","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H050.jpg","null","","",""
"html-keyboard-response","41","2049245","0.0-11.0-1.3","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","610.1800000031944","","","","","","","","<div style=""font-size:60px;"">?</div>","65","4","1","0.5"
"image-keyboard-response","42","2050252","0.0-11.0-0.4","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T140.jpg","null","","",""
"html-keyboard-response","43","2050702","0.0-11.0-1.4","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","448.8300000084564","","","","","","","","<div style=""font-size:60px;"">?</div>","76","5","1","0.5"
"image-keyboard-response","44","2051709","0.0-11.0-0.5","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T030.jpg","null","","",""
"html-keyboard-response","45","2052175","0.0-11.0-1.5","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","464.3000000070315","","","","","","","","<div style=""font-size:60px;"">?</div>","76","6","1","0.5"
"image-keyboard-response","46","2053185","0.0-11.0-0.6","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T140.jpg","null","","",""
"html-keyboard-response","47","2053612","0.0-11.0-1.6","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","426.300000006333","","","","","","","","<div style=""font-size:60px;"">?</div>","76","7","1","0.5"
"image-keyboard-response","48","2054623","0.0-11.0-0.7","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H080.jpg","null","","",""
"html-keyboard-response","49","2055116","0.0-11.0-1.7","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","492.0949999941513","","","","","","","","<div style=""font-size:60px;"">?</div>","65","8","1","0.5"
"image-keyboard-response","50","2056127","0.0-11.0-0.8","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T150.jpg","null","","",""
"html-keyboard-response","51","2056487","0.0-11.0-1.8","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","359.0699999912176","","","","","","","","<div style=""font-size:60px;"">?</div>","76","9","1","0.5"
"image-keyboard-response","52","2057498","0.0-11.0-0.9","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T250.jpg","null","","",""
"html-keyboard-response","53","2057892","0.0-11.0-1.9","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","393.210000009276","","","","","","","","<div style=""font-size:60px;"">?</div>","76","10","1","0.5"
"image-keyboard-response","54","2058901","0.0-11.0-0.10","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H150.jpg","null","","",""
"html-keyboard-response","55","2059390","0.0-11.0-1.10","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","488.5900000082329","","","","","","","","<div style=""font-size:60px;"">?</div>","65","11","1","0.5"
"image-keyboard-response","56","2060400","0.0-11.0-0.11","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H120.jpg","null","","",""
"html-keyboard-response","57","2060826","0.0-11.0-1.11","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","425.1550000044517","","","","","","","","<div style=""font-size:60px;"">?</div>","65","12","1","0.5"
"image-keyboard-response","58","2061837","0.0-11.0-0.12","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H060.jpg","null","","",""
"html-keyboard-response","59","2062273","0.0-11.0-1.12","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","434.634999997681","","","","","","","","<div style=""font-size:60px;"">?</div>","65","13","1","0.5"
"image-keyboard-response","60","2063278","0.0-11.0-0.13","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T130.jpg","null","","",""
"html-keyboard-response","61","2063648","0.0-11.0-1.13","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","369.1399999950081","","","","","","","","<div style=""font-size:60px;"">?</div>","76","14","1","0.5"
"image-keyboard-response","62","2064654","0.0-11.0-0.14","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T080.jpg","null","","",""
"html-keyboard-response","63","2065082","0.0-11.0-1.14","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","427.69500000588596","","","","","","","","<div style=""font-size:60px;"">?</div>","76","15","1","0.5"
"image-keyboard-response","64","2066092","0.0-11.0-0.15","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T070.jpg","null","","",""
"html-keyboard-response","65","2066789","0.0-11.0-1.15","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","696.0200000030454","","","","","","","","<div style=""font-size:60px;"">?</div>","76","16","1","0.5"
"image-keyboard-response","66","2067795","0.0-11.0-0.16","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H070.jpg","null","","",""
"html-keyboard-response","67","2068391","0.0-11.0-1.16","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","595.3699999954551","","","","","","","","<div style=""font-size:60px;"">?</div>","65","17","1","0.5"
"image-keyboard-response","68","2069403","0.0-11.0-0.17","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T200.jpg","null","","",""
"html-keyboard-response","69","2069824","0.0-11.0-1.17","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","420.8750000107102","","","","","","","","<div style=""font-size:60px;"">?</div>","76","18","1","0.5"
"image-keyboard-response","70","2070832","0.0-11.0-0.18","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H220.jpg","null","","",""
"html-keyboard-response","71","2071466","0.0-11.0-1.18","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","633.5350000008475","","","","","","","","<div style=""font-size:60px;"">?</div>","65","19","1","0.5"
"image-keyboard-response","72","2072471","0.0-11.0-0.19","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T200.jpg","null","","",""
"html-keyboard-response","73","2072969","0.0-11.0-1.19","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","497.0199999951292","","","","","","","","<div style=""font-size:60px;"">?</div>","76","20","1","0.5"
"image-keyboard-response","74","2073980","0.0-11.0-0.20","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H140.jpg","null","","",""
"html-keyboard-response","75","2074466","0.0-11.0-1.20","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","485.7200000116136","","","","","","","","<div style=""font-size:60px;"">?</div>","65","21","1","0.5"
"image-keyboard-response","76","2075477","0.0-11.0-0.21","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T010.jpg","null","","",""
